"number","title","pageid","namespace","length","touched"
"3327","Гуров_Олександр_Васильович","1658683","","4783","20191205084559"
"3328","Смільський_Михайло_Іванович","1659389","","10635","20200210232557"
"3329","Голомша_Микола_Ярославович","1659447","","19457","20200430175337"
"3330","Паращук_Юрій_Григорович","1659580","","7683","20190426044614"
"3331","Владімов_Георгій_Миколайович","1659889","","10239","20200401141406"
"3332","Білоусов_Олексій_Федорович","1660548","","5722","20190627162514"
"3333","Убивство_харківського_судді","1660568","","62362","20190729100719"
"3334","Жилін_Євген_Володимирович","1660607","","42362","20200424100730"
"3335","Володимир_Бобрі","1660980","","8061","20200509122502"
"3336","Уляницький_Володимир_Антонович","1661640","","5736","20190729185251"
"3337","Українська_асоціація_професійних_фотографів","1661867","","4190","20200418091237"
"3338","Березовський_Денис_Валентинович","1661996","","24297","20200330150553"
"3339","Тітов_Михайло_Борисович","1662149","","8068","20190729084756"
"3340","Балута_Ігор_Миронович","1662194","","17183","20200227065018"
"3341","Бугайчук_Віктор_Михайлович","1662221","","8214","20191112130759"
"3342","Зубенко_Владислав_Віталійович","1662816","","19879","20200228163857"
"3343","Котляр_Євген_Миколайович","1663246","","16534","20190531084059"
"3344","Шишкова_Оксана_Валеріївна","1663850","","20415","20200126190813"
"3345","Шульга_Дмитро_Олегович","1663864","","6663","20190802051415"
"3346","Уткін_Юрій_Володимирович","1663880","","13460","20191213121714"
"3347","Ситник_Віталій_Юрійович","1663889","","6403","20190504100131"
"3348","Євдокимов_Володимир_Миколайович","1664366","","6640","20200416091231"
"3349","Яровий_Сергій_Анатолійович","1664370","","7907","20200216121906"
"3350","Ткаченко_Михайло_Васильович","1664606","","6554","20190508220031"
"3351","Палатник_Лев_Самійлович","1664728","","9955","20190608081229"
"3352","Баганець_Олексій_Васильович","1665354","","10091","20200222163134"
"3353","Аласанія_Зурабі_Григорович","1666300","","16558","20200507021335"
"3354","Баулін_Юрій_Васильович","1668092","","20878","20200218171639"
"3355","Інститут_теоретичної_фізики_імені_О._І._Ахієзера","1668170","","5968","20200422105612"
"3356","Арпатли_Енвер_Алійович","1669053","","9975","20190825142930"
"3357","БРЕМ-84","1669171","","6251","20200117134203"
"3358","Гордієнко_Єгор_Степанович","1669590","","5744","20190930075312"
"3359","Остащенко-Кудрявцев_Борис_Павлович","1669796","","7896","20200411152154"
"3360","Бєлова_Людмила_Олександрівна","1670139","","6094","20200124123900"
"3361","Кромський_Ігнат_Володимирович","1673101","","15412","20200424095949"
"3362","Совсун_Інна_Романівна","1674587","","15478","20200213101237"
"3363","Оплот_(бійцівський_клуб)","1674800","","4236","20181114225459"
"3364","Рахаєв_Ігор_Володимирович","1676534","","14201","20200419004426"
"3365","Дмитрієв_Анатолій_Анатолійович","1676705","","7357","20190703223206"
"3366","Харківський_екзархат_УГКЦ","1676899","","8067","20200330094755"
"3367","Никоненко_Леонід_Максимович","1678610","","4047","20190511191249"
"3368","Обрій_(мікрорайон_Харкова)","1678862","","5508","20190909121648"
"3369","Геращенко_Антон_Юрійович","1680294","","15500","20200404115452"
"3370","Райнін_Ігор_Львович","1680612","","24849","20191209140551"
"3371","Єсін_Сергій_Олександрович","1683155","","19284","20200419012134"
"3372","Млотковський_Людвіг_Юрійович","1685225","","8094","20191107054158"
"3373","Аліна_Сімон","1687034","","3121","20200508131319"
"3374","Загальноосвітня_школа_№_78_(Харків)","1687132","","3863","20190523133632"
"3375","Немишля_(річка)","1687473","","5126","20191101214044"
"3376","Стрілець_Станіслав_Борисович","1687921","","3926","20190727002004"
"3377","Запорожець_Андрій_Олександрович","1687938","","8161","20200123030014"
"3378","Мовчановський_Фелікс_Францевич","1688326","","15655","20200302185343"
"3379","Шахов_Сергій_Володимирович","1688730","","25587","20200403072210"
"3380","Грищенко_Валентин_Іванович","1689219","","16043","20200503211032"
"3381","Леваковський_Іван_Федорович","1689493","","5136","20181003152822"
"3382","Душин_Ігор_Леонідович","1692868","","5990","20200512165139"
"3383","Шутенко_Кім_Олександрович","1692925","","4197","20190802060930"
"3384","Єловиков_Володимир_Ілліч","1696506","","8141","20200201153612"
"3385","Пальчук_Микола_Миколайович","1697263","","8713","20200110175309"
"3386","Мажугін_Андрій_Іванович","1697711","","11787","20200119102505"
"3387","Тюринка_(Харків)","1700164","","3751","20200105185055"
"3388","Журавлівка_(Харків)","1700165","","7059","20190205121609"
"3389","Тихий_Микола_Йосипович","1701599","","4441","20190406182339"
"3390","Харатін_Ігор_Ігорович","1701917","","10749","20191221124849"
"3391","Центральна_міська_бібліотека_ім._В._Г._Бєлінського_(Харків)","1702227","","8832","20181027225312"
"3392","Центральна_бібліотека_ім._І.С._Тургенєва_ЦБС_Комінтернівського_району_м._Харкова","1702264","","11364","20200406150823"
"3393","Центральна_бібліотека_ім._В._В._Маяковського_(Харків)","1702278","","3490","20190828022025"
