"number","title","pageid","namespace","length","touched"
"2937","Фойгт_Карл_Карлович","1533751","","2340","20191126071634"
"2938","Корнієнко_Борис_Миколайович","1533873","","6902","20200404183731"
"2939","Літовченко_Сергій_Вікторович","1533892","","10482","20191012194717"
"2940","Орел_Артем_Софронович","1533986","","9852","20200327115409"
"2941","Константинопольський_Адольф_Маркович","1533990","","6786","20190915083652"
"2942","Евенбах_Семен_Маркович","1533993","","1945","20200514052227"
"2943","Журавльов_Сергій_Миколайович","1533995","","11297","20200421113245"
"2944","Панич_Ігор_Васильович","1534002","","3503","20200409140015"
"2945","Рудика_Сергій_Олександрович","1534165","","13622","20200326195011"
"2946","Бредун_Євген_Дмитрович","1534179","","11955","20191125160204"
"2947","Бобко_Іван_Михайлович","1534456","","16963","20190826064059"
"2948","Батальський_Олександр_Анатолійович","1534478","","14962","20191202010317"
"2949","Бойко_Олександр_Григорович","1534479","","11845","20190222040521"
"2950","Дмитрієв_Микола_Андрійович","1534672","","7980","20191108095422"
"2951","Меліхов_Георгій_Степанович","1534687","","13415","20200330174335"
"2952","Кучеренко_Микола_Олексійович","1534855","","5306","20200506231014"
"2953","Іваненко_Ірина_Олександрівна","1535029","","4809","20190522185639"
"2954","Діденко_Анатолій_Олександрович","1535064","","25321","20191103145141"
"2955","Зубейко_Євгеній_Анатолійович","1535068","","19454","20200118104652"
"2956","Омельчук_Роман_Юстинович","1535169","","8374","20190717040142"
"2957","Хавкіна_Любов_Борисівна","1535366","","14735","20191222211019"
"2958","Довгопол_Василь_Микитович","1535553","","7070","20190704005556"
"2959","Пільгер_Федір_Васильович","1535810","","7871","20190831091247"
"2960","Головко_Андрій_Валентинович","1535982","","9863","20200328102309"
"2961","Ковганюк_Степан_Петрович","1536178","","4572","20200424083548"
"2962","Лаша_Джакобія","1536205","","15052","20190418200009"
"2963","Кононенко_Юрій_Григорович","1536311","","9089","20191113083914"
"2964","Хахін_Микола_Олександрович","1536529","","2985","20190916090440"
"2965","Полюта_Георгій_Антонович","1536530","","6781","20190827090058"
"2966","Андрійко_Микола_Матвійович","1536596","","13372","20200325143626"
"2967","Фомін_Акім_Феофанович","1536633","","7462","20200302210023"
"2968","Бережний_Олексій_Тимофійович","1536684","","2954","20191010135451"
"2969","Кравченко_Віктор_Пилипович","1536774","","14006","20190417065148"
"2970","Сумсько-Харківська_операція","1536821","","12100","20200416123154"
"2971","Маслюк_Григорій_Андрійович","1537148","","5593","20190713033847"
"2972","Перша_битва_за_Харків","1537150","","9689","20200420075303"
"2973","Суперництво_футбольних_клубів_«Дніпро»_та_«Металіст»","1537635","","20739","20200406090428"
"2974","Дашков_Федір_Федорович","1538044","","4971","20190703015552"
"2975","Кириченко_Федір_Трифонович","1538276","","8307","20190523233655"
"2976","Воликівська_Ірина_Іванівна","1539233","","6447","20190629065313"
"2977","Лишин_Григорій_Андрійович","1539235","","2946","20200103165539"
"2978","Радіоринок_Аракс_(Харків)","1539752","","2282","20200507104013"
"2979","Литвиненко_Леонід_Миколайович","1540159","","17027","20200315062612"
"2980","Заробян_Яків_Микитович","1540187","","10847","20190828141601"
"2981","Безуглий_Анатолій_Григорович","1540689","","3662","20191010135408"
"2982","Маляренко_Василь_Тимофійович","1541190","","15329","20190417084515"
"2983","Скрипник_Тетяна_Олексіївна","1541355","","2177","20190607103402"
"2984","Кривицький_Ігор_Олександрович","1541462","","14535","20200507003019"
"2985","Нагорний_Олександр_Васильович","1541848","","9733","20191122153456"
"2986","Бенч_Ольга_Григорівна","1542076","","6448","20200506212421"
"2987","Алісов_Михайло_Олександрович","1542191","","4701","20200118124203"
"2988","Чепеленко_Віталій_Володимирович","1542195","","2508","20190829120956"
"2989","Зелений_Павло_Олександрович","1542202","","43730","20191011060829"
"2990","Шаталіна_Євгенія_Платонівна","1542703","","7114","20190315071812"
"2991","Сірий_Микола_Іванович","1542841","","8591","20191005164447"
"2992","Золотарьов_Віктор_Володимирович","1542909","","3021","20190826180853"
"2993","Шермейстер_Леонід_Юлійович","1542979","","2568","20200208180109"
"2994","Алєксєєв_Микола_Миколайович","1543634","","3719","20181216091357"
"2995","Дем'яненко_Володимир_Іванович","1544116","","10479","20190703044702"
"2996","Єгоров_Євген_Павлович_(художник)","1544165","","4447","20200504051158"
"2997","Нехворостний_(Нефоросний)_Олексій_Іванович","1544253","","7542","20200430065019"
"2998","Харківська_обласна_універсальна_наукова_бібліотека","1545439","","18617","20190730233326"
"2999","Солодков_Андрій_Андрійович","1545675","","2682","20200306181310"
"3000","Перцев_Іван_Матвійович","1546810","","7520","20190829132900"
"3001","Корецький_Юрій_Володимирович","1547182","","3984","20200201040721"
"3002","Говорущенко_Микола_Якович","1547192","","8806","20200424115626"
"3003","Мізко_Микола_Дмитрович","1547537","","11842","20190524100927"
"3004","Ворона_Олександр_Васильович","1547544","","4263","20191113074849"
"3005","Сагайдачний_Валерій_Михайлович","1547549","","3941","20200306163347"
"3006","Браунштейн_Олександр_Овсійович","1547826","","8506","20200419170326"
"3007","Кондрацький_Адольф_Адольфович","1547949","","9109","20200304063214"
"3008","Дубняк_Кость_Володимирович","1548187","","7566","20200205140126"
"3009","Басс_Іван_Іванович","1548193","","4349","20200512071138"
"3010","Красуський_Костянтин_Адамович","1548211","","4345","20190524020631"
"3011","Рижук_Дмитро_Юрійович","1548324","","8051","20200313190649"
"3012","Мінтенко_Віталій_Георгійович","1548611","","13564","20190423031645"
"3013","Корнільєв_Ярослав_Олександрович","1548632","","2692","20190312203026"
"3014","Лухтанов_В'ячеслав_Геннадійович","1548646","","8674","20191124051709"
"3015","Адаменко_Роман_Олександрович","1548693","","8634","20200405182415"
"3016","Межлаук_Іван_Іванович","1548979","","6348","20191101011028"
"3017","Коваленко_Віктор_Карпович","1549055","","5210","20190831094431"
"3018","Центральна_наукова_бібліотека_Харківського_національного_університету_імені_В._Н._Каразіна","1549174","","18494","20180918142155"
"3019","Котляр_Василь_Федорович","1549414","","5893","20190417050312"
"3020","Рубан_Сергій_Юрійович","1549421","","5045","20200325203135"
"3021","Зеніна_Алла_Миколаївна","1549578","","6858","20190601035425"
"3022","Демченко_Андрій_Анатолійович","1549589","","24500","20190829020612"
"3023","Кочубей_Родіон_Володимирович","1550050","","7772","20200508120457"
"3024","Гаврилко_Ростислав_Андрійович","1550473","","5212","20200329225920"
"3025","Кулик_Юрій_Іванович","1550498","","7456","20190828141213"
"3026","Дерев'янкін_Тимофій_Іванович","1551272","","7338","20190703075706"
"3027","Дмитренко_Микола_Андрійович","1551485","","3608","20190703221153"
"3028","Попов_Георгій_Миколайович","1551692","","9186","20200214182705"
"3029","Чижов_Олександр_Петрович","1551694","","6609","20200317212052"
"3030","Попов_Микола_Миколайович_(партійний_діяч)","1551941","","11329","20200407210551"
"3031","Підтиченко_Марія_Максимівна","1552047","","5835","20191124094121"
"3032","Шевченко_Олександр_Васильович","1552372","","5314","20190801202003"
"3033","Власюк_Дмитро_Ілліч","1552378","","4947","20191124181557"
"3034","Мигаль_Борис_Кирилович","1552709","","16466","20181225052707"
"3035","Голубєва_Зінаїда_Сергіївна","1553024","","3499","20190824043159"
"3036","Банік_Михайло_Вікторович","1553221","","16303","20200507002809"
"3037","Щелкановцев_Сергій_Павлович","1553358","","24235","20190919221419"
"3038","Гармаш_Леонід_Іванович","1553426","","2251","20191010135727"
"3039","Лященко_Костянтин_Дмитрович","1553440","","4780","20190712003751"
"3040","Магда_Іван_Іванович","1553458","","5542","20191010145617"
"3041","Пшенична_Ольга_Миколаївна","1553482","","3779","20190829125205"
"3042","Ольховський_Борис_Іванович","1553777","","4109","20191010135533"
"3043","Татаренко_Леонід_Сергійович","1553946","","8814","20191117195654"
"3044","Чурута_Михайло_Іванович","1553958","","3619","20191010143424"
"3045","Радько_Василь_Іванович","1553987","","3619","20191010142442"
"3046","Пекур_Людмила_Михайлівна","1553988","","16251","20190318170445"
"3047","Ващенко_Юлія_Юріївна","1554260","","8883","20190406185742"
"3048","Бакуменко_Олександр_Борисович","1554560","","7525","20200214145707"
"3049","Мірза-Авак'янц_Наталія_Юстівна","1554678","","10199","20191125122354"
"3050","Косолапов_Анатолій_Григорович","1554719","","7211","20191112115334"
"3051","Видавництво_політичної_літератури_України","1555132","","4596","20200226005226"
"3052","Синицький_Лев_Аронович","1555231","","29792","20191023123010"
"3053","Кікоть_Андрій_Ярославович","1555343","","7311","20200105044557"
"3054","Абрамович_Ілля_Олександрович","1555578","","7947","20200325193507"
"3055","Колосова_Рея_Олександрівна","1555580","","4233","20190708111709"
"3056","Пам'ятник_Леніну_(Харків)","1555914","","47186","20200504223421"
"3057","Парк_325-річчя_Харкова","1555931","","1098","20190426050425"
"3058","Назаренко_Тетяна","1555956","","3721","20190609200643"
"3059","Біостанція_«Гайдари»","1555977","","3682","20180704100201"
"3060","Сухий_Жихор","1556078","","3754","20191102094622"
"3061","Потьомкін_Микола_Дмитрович","1556249","","5997","20200214185300"
"3062","Кононенко_Митрофан_Тадейович","1556638","","4545","20190708161256"
"3063","Дем'янов_Володимир_Васильович","1557153","","7909","20190712074439"
"3064","Буряк_Ігор_Васильович","1557171","","10298","20191011111416"
"3065","Родріго_Моледо","1557527","","8092","20200227114315"
"3066","Фахрутдінов_Місхат_Кашафутдінович","1557787","","5785","20190627041035"
"3067","Краснянська_Ірина_Василівна","1558159","","7512","20191105165826"
"3068","Енергосталь","1558170","","4909","20200207121603"
"3069","Довбій_Олександр_Петрович","1558953","","12780","20191103085738"
"3070","Майборода_Анатолій_Васильович","1559059","","3630","20190628081122"
"3071","Грінченко_Олександр_Маркович","1559075","","7475","20200416091458"
"3072","Ізмайлов_Микола_Аркадійович","1559954","","11022","20190622002700"
"3073","Макарченко_Олександр_Федорович","1559960","","14713","20200503101629"
"3074","Гордієнко_Анатолій_Леонтійович","1560521","","4175","20190702042301"
"3075","Цауне_Юлій_Семенович","1560625","","14966","20200412085151"
"3076","Каблаш_Олександр_Геннадійович","1560673","","8174","20191015054859"
"3077","Черненко_Володимир_Дмитрович","1560865","","7804","20191204184846"
"3078","Бездітко_Андрій_Павлович","1561484","","7878","20190927162131"
"3079","Циганенко_Анатолій_Якович","1561592","","8441","20191204185114"
"3080","Людмилін_Анатолій_Олексійович","1561602","","6686","20190604110526"
"3081","Бездітко_Наталія_Володимирівна","1561620","","4324","20190424073751"
"3082","Лейбензон_Леонід_Самуїлович","1562102","","5079","20190711034009"
"3083","Гулий_Костянтин_Макарович","1562413","","4733","20200208105631"
"3084","Струтинський_Вілен_Митрофанович","1562532","","5705","20190727000808"
"3085","Щербина_Володимир_Олександрович","1562602","","4462","20200120005711"
"3086","Бондаренко_Богдан_Вікторович","1562807","","31038","20200229171113"
"3087","Білоцерківський_Василь_Якович","1563337","","5773","20191220203440"
"3088","Черкасов_Володимир_Ілліч","1563415","","7158","20190801044916"
"3089","Ловцов_Михайло_Іванович","1563574","","6943","20200211230218"
"3090","Янко_Станіслав_Васильович","1563809","","7993","20191016193257"
"3091","Загинайлов_Сергій_Геннадійович","1563910","","9165","20200412174855"
"3092","Гуревич_Михайло_Йосипович","1563933","","12260","20200512144917"
"3093","Власенко_Аллін_Григорович","1563969","","11068","20190821205045"
"3094","Гагенмейстер_Володимир_Миколайович","1563976","","10132","20200331141511"
"3095","Климовська_Матільда_Львівна","1564402","","3886","20191011205040"
"3096","Адміністративно-територіальні_та_державні_утворення_з_центром_у_Харкові","1564585","","12256","20190822173050"
"3097","Селище_Жуковського","1565049","","11492","20200511113500"
"3098","Ємельянов_Олександр_Сергійович","1565367","","8737","20191010152150"
"3099","Пєтухов_Костянтин_Дмитрович","1565498","","5974","20200424140316"
"3100","Герман_Валентин_Олександрович","1565556","","4548","20190529185026"
"3101","Кучин_Павло_Захарович","1566014","","3676","20190902092516"
"3102","Титов_Віталій_Миколайович","1566444","","6681","20200213235032"
"3103","Кононенко_Вадим_Григорович","1567219","","4052","20190827150957"
"3104","Коваленко_Денис_Сергійович","1567727","","4798","20181207175821"
"3105","Малущенко_Митрофан_Єгорович","1568049","","8679","20200205001211"
"3106","Касумов_Велі_Айдинович","1568339","","13094","20200216201708"
"3107","Флавіан_(Пасічник)","1568852","","8188","20191025200619"
"3108","Гриньов_Даміан_Петрович","1569261","","5836","20200330145056"
"3109","Омельченко_Микола_Григорович","1569317","","8410","20200111180251"
"3110","Дієго_де_Соуза_Андраде","1569391","","10543","20190412181136"
"3111","Коваль_Іван_Лукич","1569653","","5181","20190202083932"
"3112","Загоскін_Сергій_Іліодорович","1569681","","13836","20190925182437"
"3113","Коржик_Валентин_Іванович","1569820","","4088","20191010152710"
"3114","Риб'янцева_Інна_Павлівна","1570622","","4440","20200121210923"
"3115","Лаврик_Микола_Іванович","1570759","","11811","20191226204619"
"3116","Ковальов_Василь_Олексійович","1570881","","4703","20200213033425"
"3117","Смалько_Андрій_Олексійович","1571607","","16829","20200501123439"
"3118","Дубихвіст_Олександр_Анатолійович","1571963","","3717","20200117054829"
"3119","Благовіщенський_базар","1572950","","15614","20200126074605"
"3120","Лавровський_Микола_Олексійович","1572999","","12624","20191201071409"
"3121","Харківська_операція_(червень_1919)","1573035","","14113","20180904164910"
"3122","Малик_Яків_Олександрович","1573284","","10582","20200418175618"
"3123","Попеску_Теодор_Костянтинович","1573363","","9815","20190901074835"
"3124","Хішам_Махдуфі","1574059","","9022","20190913194102"
"3125","Науково-технологічний_комплекс_«Інститут_монокристалів»_НАН_України","1574603","","20008","20200430150103"
"3126","Гула_Інна_Йосипівна","1574685","","9151","20200511050153"
"3127","Харченко_Артем_Геннадійович","1574698","","5080","20190811080808"
"3128","Красовицький_Борис_Маркович","1575044","","17124","20190709062838"
"3129","Нойок_Олександр_Вікторович","1575433","","12747","20200412233435"
"3130","Перестюк_Руслан_Сергійович","1575584","","6389","20190426195250"
"3131","Артур_Беркут","1576023","","13656","20200512104033"
"3132","Рєпнін-Фомін_Флор_Пилипович","1576895","","2792","20191013164556"
"3133","Бодров_Ігор_Валерійович","1577087","","10492","20191122072854"
"3134","Шлемко_Володимир_Теофілович","1577305","","3417","20191010184847"
"3135","Харківський_державний_цирк","1577607","","30157","20190822175411"
"3136","Супрунюк_Євген_Володимирович","1577755","","10184","20200511053652"
"3137","Мустакімов_Георгій_Степанович","1577893","","4970","20190714182200"
"3138","Основа_(локомотивне_депо)","1577920","","4701","20190614045320"
"3139","Сніп_(альманах)","1578140","","5158","20200110145209"
"3140","Сніп_(часопис)","1578148","","3271","20181115223934"
"3141","Клапоух_Юрій_Олексійович","1578370","","7191","20190707234639"
"3142","Перелісна_Катерина_Федорівна","1578442","","4819","20190520165915"
"3143","Калмикова_Ольга_Миколаївна","1579085","","6312","20200419163811"
"3144","Науково-дослідний_інститут_правового_забезпечення_інноваційного_розвитку_Національної_академії_правових_наук_України","1579249","","15471","20191222085128"
"3145","Давтян_Олександр_Саркісович","1579412","","14539","20200501165221"
"3146","Ракло","1579518","","3312","20190828044908"
"3147","Загоскін_Іліодор_Іліодорович","1579523","","13018","20200327183026"
"3148","Коваленко_Іван_Пантелеймонович","1579699","","22733","20191024084200"
"3149","Дашкевич_Михайло_Іродіонович","1579908","","6449","20200327182321"
"3150","Горбик_Сергій_Олександрович","1579929","","12040","20190702035729"
"3151","Рубанович_Віктор_Євгенович","1580513","","4007","20190429232028"
"3152","Алехандро_Гомес","1580814","","11760","20190925172140"
"3153","Козовой_Вадим_Маркович","1580895","","14597","20190926190858"
"3154","Городов_Олексій_Анатолійович","1580967","","7737","20191120080948"
"3155","Лубченко_Антон_Володимирович","1581127","","55958","20200321154025"
"3156","Мартинюк_Влас_Захарович","1581247","","6973","20190914065107"
"3157","Жуков_Олександр_Петрович","1582208","","3974","20191221202101"
"3158","Алфімова_Людмила_Іванівна","1582528","","12689","20200121114712"
"3159","Харківська_гімназія_№_6","1582993","","6825","20191101080616"
"3160","Мамайсур_Борис_Сергійович","1583807","","4727","20190503092925"
"3161","Ріссенберг_Ілля_Ісаакович","1583828","","13443","20190722055557"
"3162","Вороніна_Олена_Олександрівна","1584034","","7657","20191023215714"
"3163","Харківський_іподром","1584313","","31599","20200412141156"
"3164","Удовенко_Віктор_Михайлович","1584491","","16789","20200328101721"
"3165","Фестиваль_поезії_імені_Бориса_Чичибабіна","1584843","","3201","20181012154839"
"3166","Карюченко_Дмитро_Миколайович","1585076","","11806","20190727103439"
"3167","Кашаєв_Бадаві_Магомедович","1585571","","6779","20190707153706"
"3168","Семенець_Богдан_Іванович","1586088","","3812","20200330112442"
"3169","Петренко_Михайло_Миколайович","1586341","","62737","20200329061233"
"3170","Івашко_Руслан_Вікторович","1586668","","13185","20200412174925"
"3171","Естрович_Віктор_Абрамович","1586935","","12775","20190929123735"
"3172","Слонівський_Євген_Григорович","1588319","","4759","20190221165533"
"3173","Южный_край_(газета)","1588682","","9308","20200118074952"
"3174","Рущенко_Ігор_Петрович","1588724","","14479","20191022075530"
"3175","Харьковские_губернские_ведомости_(газета)","1588859","","37567","20200423190339"
"3176","Телесенс_ІТ","1589645","","3992","20191022140853"
"3177","Палац_студентів_ХПІ","1590254","","19587","20200229222653"
"3178","Митрофан_(Бутинський)","1591087","","11140","20200310122110"
"3179","Шух_Михаїл_Аркадійович","1591096","","7041","20200501050451"
"3180","Харманський_Здислав_Юліанович","1592509","","18351","20190731003809"
"3181","Молокін_Олександр_Георгійович","1592764","","9786","20200226173751"
"3182","Грубе_Вільгельм_Федорович","1593259","","11612","20200219194552"
"3183","Харківське_медичне_товариство","1593297","","7835","20200330144921"
"3184","Калениченко_Іван_Йосипович","1593361","","11746","20200501170009"
"3185","Зак_Ісидор_Аркадійович","1593712","","7301","20190830072636"
"3186","Болбат_Сергій_Сергійович","1594358","","12654","20200416122913"
"3187","Шевчук_Станіслав_Володимирович","1594409","","24454","20200510081200"
"3188","Косарєв_Борис_Васильович","1594700","","9413","20190915084953"
"3189","Овчаренко_Дмитро_Павлович","1595064","","5020","20190104055633"
"3190","Цилюрик_Анатолій_Васильович","1595406","","13976","20190731181444"
"3191","Буханевич_Олександр_Миколайович","1595409","","3018","20191010105137"
"3192","Пономарьова_Галина_Миколаївна","1595724","","5233","20191211222608"
"3193","Кульчицький_Михайло_Валентинович","1596182","","6430","20191213214841"
"3194","Харківські_асамблеї","1596652","","15604","20191009081550"
"3195","Музей_видатних_харків'ян_ім._К._І._Шульженко","1596838","","3476","20190422160629"
"3196","Єфремов_Сергій_Іванович","1597104","","33855","20200206113635"
"3197","Маслов_Володимир_Єлисейович","1597278","","7038","20191126071238"
"3198","Молодіжний_парк_(Харків)","1597371","","11855","20190714032337"
"3199","Мєшкова_Валентина_Львівна","1597395","","25860","20190714195221"
"3200","Марсіо_Асеведо","1597405","","19637","20190923074213"
"3201","Мігунова_Олена_Сергіївна","1597432","","11349","20190714201923"
"3202","Нездолій_Кузьма_Павлович","1597445","","12633","20190715215419"
"3203","Поляков_Олексій_Федорович","1597449","","12018","20190427103109"
"3204","Розенфельд_Леонід_Георгійович","1597609","","11121","20190723101931"
"3205","Алтухов_Валерій_Миколайович","1597852","","10492","20200121114001"
"3206","Олексіївка_(місцевість)","1597948","","15661","20200321204715"
"3207","Глаголін_Олексій_Борисович","1598472","","6240","20200410124352"
"3208","Трегубов_Віктор_Павлович","1598855","","9047","20190103190535"
"3209","Леснікова_Олександра_Петрівна","1599323","","6345","20190824124041"
"3210","Горб-Ромашкевич_Феодосій_Косьмич","1599359","","7454","20190702033337"
"3211","Андрієвський_Борис_Юрійович","1599669","","6178","20200512102503"
"3212","Богданов_Олександр_Олександрович","1600069","","12659","20200418195728"
"3213","Чепіга_Валентина_Олександрівна","1600235","","8549","20200327110129"
"3214","Будников_Олександр_Гаврилович","1600332","","3960","20190811103225"
"3215","Акімов_Віктор_Іванович","1600341","","4130","20190623070944"
"3216","Ігнатченко_Георгій_Ігоревич","1600872","","4054","20191204183312"
"3217","Гончаренко_Олег_Георгійович","1602320","","18141","20190903233010"
"3218","Воробйов_Віктор_Васильович","1602822","","5168","20190630085811"
"3219","Колтун_Леонід_Якович","1602898","","20159","20191026222115"
"3220","Муромцев_Ігор_Вікторович","1602906","","16402","20190829093841"
"3221","Акубардія_Бадрі_Рабоєвич","1602933","","10100","20191027221707"
"3222","Військовий_коледж_сержантського_складу_(ХНУПС)","1603310","","13255","20200424132818"
"3223","Харківський_обліково-економічний_технікум-інтернат_імені_Ф._Г._Ананченка","1603695","","11257","20200424140207"
"3224","Панфілов_В'ячеслав_В'ячеславович","1604338","","12559","20190906115851"
"3225","Спичка_Іван_Миколайович","1604345","","8006","20190726124920"
"3226","Нечипоренко_Євген_Петрович","1605334","","12680","20190524113925"
"3227","Тракал_Ладіслав_Йосипович","1605403","","4063","20191111221641"
"3228","Пестриков_Михайло_Родіонович","1606075","","6011","20190905175908"
"3229","Приходько_Володимир_Іванович_(актор)","1606089","","11172","20190818093804"
"3230","Синельников_Микола_Миколайович","1606101","","6594","20200326172021"
"3231","Сєдих_Наталія_Юріївна","1606498","","7465","20181129135652"
"3232","Тютюгін_Володимир_Ілліч","1606522","","13216","20200112125059"
"3233","Тарасенко_Олександр_Петрович","1606642","","4397","20190727202144"
"3234","Гладенко_Іван_Микитович","1607072","","7004","20200409134955"
"3235","Лагута_Микола_Дмитрович","1607390","","10932","20191105233919"
"3236","Стільмашенко_Сергій","1607631","","10303","20190727014236"
"3237","Цибульник_Олександр_Сергійович","1607715","","7828","20200319110340"
"3238","Фисуненко_Олег_Петрович","1607727","","7340","20200507003419"
"3239","Альошина-Александрова_Тамара_Григорівна","1607816","","11474","20200201112402"
"3240","Вегман_Георгій_Густавович","1607846","","10343","20200504162309"
"3241","Бєляєва_Раїса_Андріївна","1608271","","10666","20190530130400"
"3242","Фокін_Володимир_Петрович","1608506","","5202","20200213013856"
"3243","Бугримова_Ірина_Миколаївна","1608968","","12132","20200325185231"
"3244","Аркавін_Яків_Сергійович","1609328","","6740","20200331142307"
"3245","Голіна_Володимир_Васильович","1609402","","9325","20190826080516"
"3246","Шелест_Володимир_Леонтійович","1610220","","4232","20200322160450"
"3247","Дуплій_Степан_Анатолійович","1610254","","16934","20190619112227"
"3248","Зарубін_Валентин_Іванович","1610492","","4903","20190116205842"
"3249","Сухий_Василь_Васильович","1611898","","4443","20181219180632"
"3250","Цуркан_Михайло_Іванович","1614287","","7569","20200126132249"
"3251","Варлам_Миславський","1614800","","6548","20190628042801"
"3252","Віньковатов_Павло_Іванович","1614952","","13408","20180926061641"
"3253","Винниченко_Михайло_Андрійович","1615859","","7434","20190218072345"
"3254","Базалій_Борис_Васильович","1615878","","6550","20190625010712"
"3255","Постніков_Володимир_Михайлович","1615909","","4236","20190719185351"
"3256","Поляков_Ілля_Михайлович","1615958","","6323","20190524201837"
"3257","Кулаєв_Володимир_Павлович","1617675","","8652","20190709201217"
"3258","Ястржембський_Володимир_Антонович","1617979","","8876","20190304133930"
"3259","Таубе_Михайло_Олександрович","1618162","","17129","20190914111510"
"3260","Любич_Іван_Сергійович","1618176","","8704","20200510150040"
"3261","Козьменко_Сергій_Миколайович","1619076","","17992","20190602110042"
"3262","Ушенко_Іван_Калістратович","1620826","","6771","20200130124306"
"3263","Житлобуд-1","1620947","","7801","20190802065030"
"3264","Волненко_Олександр_Анатолійович","1622658","","6070","20190824042429"
"3265","Головко_Олександр_Борисович_(історик)","1622994","","21108","20190829000658"
"3266","Скоробагатий_Олексій_Феодосійович","1623550","","11906","20200209083004"
"3267","Бируля_Олександр_Костянтинович","1625543","","10645","20191120170545"
"3268","Лежньова_Ольга_Миколаївна","1625739","","9221","20200421093901"
"3269","Богуславська_Валерія_Борисівна","1626289","","7696","20191006085854"
"3270","Бондарєва_Людмила_Василівна","1626969","","8128","20180821175450"
"3271","Шахова_Кіра_Олександрівна","1627444","","3681","20190914104545"
"3272","Суслін_Віктор_Євсейович","1628072","","8447","20190727062355"
"3273","Лісс_Дмитро_Ілліч","1628355","","9783","20200127134747"
"3274","Кривенко_Віктор_Миколайович","1628816","","16489","20200423083413"
"3275","Сластенко_Євгеній_Федорович","1629876","","5174","20200331190237"
"3276","Александровський_Сергій_Анатолійович","1631927","","9942","20200112104734"
"3277","Геринович_Володимир_Олександрович","1632436","","10347","20190909091806"
"3278","Андреєв_Віктор_Семенович","1635163","","5904","20190929050817"
"3279","Тростенюк_Володимир_Миронович","1635248","","3478","20190728224214"
"3280","Яровенко_Олександр_Євгенійович","1635421","","9048","20190429160014"
"3281","Харківський_Євромайдан","1635786","","216725","20200424080303"
"3282","Шрамко_Ірина_Борисівна","1636860","","42142","20191027025725"
"3283","Червінський_Костянтин_Олександрович","1636932","","10762","20181125112319"
"3284","Лейбфрейд_Олександр_Юрійович","1637477","","9249","20190615132746"
"3285","Аграновський_Анатолій_Абрамович","1637601","","3456","20200328101725"
"3286","Лебедич_Ігор_Миколайович","1638879","","9978","20190711011611"
"3287","Деревицький_Олексій_Миколайович","1640095","","22243","20200209033809"
"3288","Пирогов_Володимир_Леонідович","1641998","","13484","20190718225141"
"3289","Зарудко_Ігор_Миколайович","1642623","","3552","20190523140503"
"3290","Перший_всеукраїнський_Форум_Євромайданів","1642712","","3979","20190904120650"
"3291","Вернигоренко_Іван_Григорович","1643134","","6061","20200424234846"
"3292","Переверзєв_Іван_Афанасійович","1643323","","3666","20200424190710"
"3293","Комісаренко_Ігор_Васильович","1644708","","12596","20190714173020"
"3294","Маренич_Анатолій_Григорович","1644943","","7648","20181202134628"
"3295","Бадаєв_Руслан_Геннадійович","1645141","","7675","20190904032016"
"3296","Скрипка_Сергій_Іванович","1645268","","6552","20200425204354"
"3297","Анциферов_Олексій_Миколайович","1645417","","5526","20191212092300"
"3298","Топілін_Всеволод_Володимирович","1646371","","8005","20190509032527"
"3299","Надлер_Василь_Карлович","1646999","","20988","20191107190040"
"3300","Юргевич_Владислав_Норбертович","1647897","","18378","20200224155753"
"3301","Вишневський_Карл_Флоріанович","1647899","","5084","20200110214438"
"3302","Лотарев_Володимир_Олексійович","1647920","","17763","20190712171939"
"3303","Броніслав_Залеський","1648529","","18040","20190220181047"
"3304","Мельман_Юхим_Петрович","1648878","","9667","20190524080905"
"3305","Франк_Арнесен","1649404","","18149","20190511172631"
"3306","Кузнецов_Олександр_Харитонович","1650482","","8344","20200416110310"
"3307","Український_фронт_(спілка)","1650722","","19364","20190729155550"
"3308","Загоровський_Олександр_Іванович","1650723","","14450","20190726220646"
"3309","Васильєв_Олександр_Миколайович","1652246","","8220","20191113070933"
"3310","Вивалько_Іван_Григорович","1652267","","9955","20190514135104"
"3311","Харківський_історіографічний_збірник","1652527","","5216","20200218072852"
"3312","Кафедра_історіографії,_джерелознавства_та_археології_ХНУ_імені_В._Н._Каразіна","1652533","","11816","20191114034407"
"3313","Зайцев_Борис_Петрович","1652577","","10365","20190322181151"
"3314","Засєєв_Ален_Таймуразович","1652641","","15423","20190512222404"
"3315","Кагаров_Євген_Георгійович","1652681","","14058","20191125101248"
"3316","Кірпічников_Олександр_Іванович","1652801","","12754","20191215160938"
"3317","Мочульський_Василь_Миколайович","1653226","","16249","20191109094238"
"3318","Оршанський_Ілля_Григорович","1653233","","9619","20190202064247"
"3319","Сергіївський_майдан","1653498","","16287","20181115131254"
"3320","Шерман_Ісай_Львович","1653808","","8942","20190815091058"
"3321","Семенов-Зусер_Семен_Анатолійович","1654061","","14406","20191231175612"
"3322","Соборний_узвіз_(Харків)","1654144","","14432","20191101223345"
"3323","Потрєсов_Сергій_Вікторович","1654334","","17495","20190719192427"
"3324","Трифільєв_Євген_Парфенович","1654654","","8351","20190610093339"
"3325","Зарубін_Іван_Кіндратович","1654867","","6796","20190706102442"
"3326","Шульга_Федір_Григорович","1656054","","12941","20200103073519"
